DATE,Observation time,Showalter index,Lifted index,LIFT computed using virtual temperature,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Equivalent potential temp [K] of the LCL,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
2007 JUN 30, 070630/0000,4.53,1.95,1.49,26,16,19.1,35.1,418.73,520.24,-38.39,-28,172.29,171.01,812.05,852.86,294.69,949.02,350.01,299.16,17.4,5761,53.32
2007 JUL 3, 070703/0000,-3.74,-7.55,-8.38,38,24.1,26.5,50.6,6100.48,6329.33,-8.3,-5.63,N/A,N/A,907.73,927.98,296.27,948.79,357.42,300.77,19.23,5736,55.52
2007 JUL 4, 070704/0000,1.39,-0.42,-0.57,34.2,20.4,21.9,42.3,212.17,268.62,-1.2,-0.33,114.38,114.41,932.09,943.07,293.34,963.25,341.99,296.51,15.75,4905,55.04
2007 JUL 5, 070705/0000,-2.9,-4.78,-5.38,41,22.3,25.3,47.6,3102.77,3230.41,-128.29,-3.38,103.69,103.67,659.67,917.1,296.67,948.53,359.42,301.2,19.72,5007,70.64
2007 JUL 9, 070709/0000,-3.58,-6.22,-7.28,36.8,22.8,24.7,47.5,5391.71,5630.54,-14.59,-17.63,110.6,110.71,928.5,928.77,298.95,968.06,367.72,301.76,22.29,5785,67.7
2007 JUL 10, 070710/0000,0.21,-2.58,-2.89,35.7,20.8,22.5,43.3,673.94,769.45,-28.52,-29.44,N/A,N/A,900.97,901.6,295.14,958.81,350.4,298.72,17.71,5740,60.46
2007 JUL 11, 070711/0000,1.61,-0.67,-1.06,31.5,19.4,21.1,40.5,1110.63,1219.88,-11.46,-8.07,136.85,136.91,878.43,895.38,294.69,955.32,348.97,298.58,17.28,5745,57.9
2007 JUL 13, 070713/0000,6.13,-0.3,-1.23,24,15.4,19.7,35.1,474.42,630.49,0,0,498.15,N/A,933.46,933.46,293.63,933.46,347.93,299.47,16.65,5699,40.66
2007 JUL 18, 070718/0000,-5.38,-2.81,-3.09,43.2,24.9,25.5,50.4,1709.11,1778.08,-199.34,-214.41,130.14,129.67,658.2,659.33,295.78,969.3,351.62,298.46,18.23,5778,71.37
2007 JUL 31, 070731/0000,6.47,-2.26,-2.6,25.5,15.7,19.9,35.6,1601.87,1756.38,0,0,N/A,N/A,944.73,944.73,294.28,944.73,348.92,299.11,17.16,5731,50.06
2007 AUG 1, 070801/0000,-2.19,-3.62,-3.94,35.4,23,23.5,46.5,2270.75,2392.32,-11.58,-11.61,138.19,137.97,882.51,885.92,295.71,966.93,351.67,298.59,18.19,5745,61.99
2007 AUG 2, 070802/0000,3.38,0.26,-0.11,30.5,18.7,20.3,39,716,811.49,-17.49,-11.84,141.37,141.14,889.2,895.75,293.03,949.85,342.79,297.39,15.68,5703,49.56
2007 AUG 3, 070803/0000,3.32,0.41,-0.31,29.1,18.1,21.5,39.6,806.82,929.74,-24.05,-15.86,136.75,138.66,826.06,853.82,293.22,957.34,342.42,296.92,15.74,5721,46.25
2007 AUG 5, 070805/0000,0.76,-1.05,-1.86,34.6,20.4,23.5,43.9,130.99,277.38,-76.28,-52.72,144.29,144.36,693.36,738.22,292.55,938.81,342.56,297.91,15.39,5723,37.28
2007 AUG 6, 070806/0000,-4.56,-8.7,-9.64,42.4,24.8,25.3,50.1,2205.35,2399.66,-1.23,-1.19,N/A,N/A,931.01,932.42,298.79,973.36,365.88,301.13,21.89,5746,76.91
2007 AUG 8, 070808/0000,-0.48,-6.86,-8.16,28.8,21.2,21.9,43.1,6433.96,6850.67,-2.88,-3.08,N/A,N/A,938.93,939.8,299.16,973.31,367.89,301.52,22.44,5767,51.8
2007 AUG 9, 070809/0000,0.97,-5.06,-6.11,27.9,20.1,23.1,43.2,3428.56,3701.55,-10.37,-6.7,N/A,N/A,910.83,922.17,295.77,947.2,355.29,300.41,18.66,5740,46.64
2007 AUG 12, 070812/0000,-1.05,-3.3,-3.92,33.7,21.5,23.1,44.6,2720.31,2865.15,-12.59,-2.62,N/A,N/A,857.5,919.62,296.01,959.8,354.24,299.52,18.68,5761,61.65
2007 AUG 13, 070813/0000,1.34,-2.84,-3.92,31.3,19.1,22.1,41.2,2192.91,2476.03,-1.8,-1.24,N/A,N/A,939.26,941.78,296.49,963.62,355.87,299.66,19.17,5765,48.24
2007 AUG 15, 070815/0000,-1.67,-6.59,-7.18,22.4,22.8,26.5,49.3,1000.56,1207.6,-5.18,-1.95,N/A,N/A,904.04,924.5,294.93,959.93,349.3,298.42,17.49,5708,41.68
2007 AUG 16, 070816/0000,-1.02,-3.95,-5.04,31.1,21.1,22.5,43.6,3717.67,4006.35,-9.28,-6.95,N/A,N/A,900.21,912.75,297.34,960.51,360.62,300.8,20.28,5788,54.81
2007 AUG 19, 070819/0000,-1.99,-7.94,-8.9,24.1,22.9,25.3,48.2,4843.69,5179.81,0,0,119.83,119.86,954.42,959.45,297.08,964.14,358.66,300.2,19.87,5728,44
2007 AUG 21, 070821/0000,1.34,-3.21,-3.53,32.6,20.3,23.1,43.4,1617.72,1749.83,0,0,N/A,N/A,955.48,956.14,294.18,956.14,346.61,297.98,16.76,5714,52.24
2007 AUG 22, 070822/0000,0.95,-3.91,-4.25,33.2,20.6,23.3,43.9,2450.31,2583.03,0,0,133,132.94,964.34,964.34,294.92,964.34,348.54,298,17.44,5699,54.06
2007 AUG 24, 070824/0000,0.41,-2.18,-2.51,34,20.2,23.5,43.7,778.44,864.24,-55.79,-34.41,224.62,224.59,748.86,814.9,294.02,939.22,348.69,299.37,16.87,5751,57.3
2007 AUG 25, 070825/0000,-2.15,-2.56,-2.88,40.2,21.8,24.5,46.3,2088.76,2177.48,-13.38,-12.33,129.43,129.45,911.34,913.74,295.77,959.46,353.21,299.31,18.41,5768,66.22
2007 AUG 26, 070826/0000,0.79,-4.65,-5.06,34.4,21.3,22.7,44,3192.13,3326.65,0,0,N/A,N/A,953.54,960.03,295.04,961.66,349.48,298.37,17.58,5714,55.51
2007 AUG 27, 070827/0000,-4.07,-4.76,-5.59,42.8,22.7,24.3,47,3838.07,4071.8,-44.4,-35.67,N/A,N/A,792.79,810.54,298.72,954.83,368.94,302.72,22.22,5847,75.29
2007 AUG 28, 070828/0000,-0.74,-1.78,-2.08,36.3,21.1,23.7,44.8,774.96,833.17,-120.78,-101.69,196.22,196.19,701.03,704.08,294.21,944.11,348.69,299.1,16.97,5766,60.86
2007 AUG 29, 070829/0000,-2.41,-3.19,-3.56,39.2,22.4,23.7,46.1,2301.08,2406.9,-23.99,-17.47,112.57,112.46,800.56,810.42,296.33,963.79,355.11,299.49,18.99,5771,67.97
2007 AUG 30, 070830/0000,0.6,-2.95,-3.3,35.3,20.7,22.5,43.2,1918.8,2060.45,-1.08,-0.1,N/A,N/A,933.07,946.31,294.85,955.06,349.74,298.76,17.49,5721,55.67
2007 AUG 31, 070831/0000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,228.72,292.18,0,0,N/A,N/A,957.65,961.54,294.54,972.55,345.57,296.91,16.81,N/A,44.29
2007 SEP 1, 070901/0000,-0.5,-0.52,-0.69,37.8,20.5,23.3,43.8,363.54,405.46,-234.63,-230.92,135.94,135.97,620.71,623.56,294.8,960.93,348.55,298.2,17.3,5783,67.19
2007 SEP 2, 070902/0000,-0.24,-4.11,-4.43,33.7,21.7,24.3,46,1955.41,2078.39,-11.83,-9.21,117.59,117.6,886.47,896.79,294.62,966.38,346.89,297.54,17,5713,53.92
2007 SEP 3, 070903/0000,-4.67,-5.7,-6.14,40.2,25.3,26.1,51.4,3548.49,3674.01,-0.06,0,120.47,120.14,946.61,958.49,295.55,964.76,351.32,298.61,18.08,5755,61.06
2007 SEP 4, 070904/0000,-3.86,-3.97,-4.56,35.7,23.3,24.1,47.4,3240.47,3432.98,-46.32,-48.69,116.63,116.5,830.67,835.07,297.05,955.48,360.06,300.96,20.02,5810,66.4
2007 SEP 8, 070908/0000,-0.28,-5.54,-6.56,35.1,21.1,22.1,43.2,3784.7,4021.45,-0.85,-0.3,N/A,N/A,933.57,941.79,297.77,965.54,361.94,300.79,20.73,5768,63.11
2007 SEP 9, 070909/0000,-2.86,-4.26,-4.99,37.4,22.6,25.7,48.3,1153.51,1322.43,-88.11,-63.59,199.39,199.39,697.16,755.66,295.61,949.78,354.1,300.03,18.42,5789,56.89
2007 SEP 10, 070910/0000,-2.87,-4.17,-4.55,37.6,23.6,25.1,48.7,1930.04,2041.81,-48.37,-17.41,131.11,130.54,738.48,854.22,294.81,957.01,349.24,298.56,17.38,5738,56.77
2007 SEP 11, 070911/0000,0.09,-4.35,-4.8,35.4,21.5,23.1,44.6,2170.44,2312.38,0,0,141.23,141.21,954.83,954.83,294.97,954.83,350.3,298.89,17.73,5719,55.44
2007 SEP 13, 070913/0000,1.13,-1.06,-1.71,33,19.5,20.5,40,1243.93,1397.82,-7.29,-5.59,N/A,N/A,897.41,906.73,296.1,963.19,354.13,299.31,18.72,5770,61.15
2007 SEP 14, 070914/0000,-1.96,-6.79,-7.49,37.3,22.5,24.7,47.2,4150.82,4366.96,-0.65,-0.01,116.38,116.4,940.81,943.35,296.49,943.35,359.46,301.49,19.62,5736,59.79
2007 SEP 15, 070915/0000,0.14,-3.8,-4.31,35,20.5,22.5,43,2633.37,2790.81,-17.76,-13.41,N/A,N/A,878.79,889.7,296.22,953.46,356.33,300.3,19.05,5763,62.86
2007 SEP 16, 070916/0000,-2.13,-2.71,-3.15,38.7,22.3,23.5,45.8,2273.11,2377.94,-29.95,-28.81,125.48,125.48,824.29,830.26,295.96,965.37,353.09,298.97,18.55,5763,65.47
2007 SEP 17, 070917/0000,-1.88,-4.3,-4.73,37.5,22.7,25.1,47.8,468.72,542.87,-44.71,-14.1,N/A,N/A,666.11,874.29,294.43,947.83,349.05,298.99,17.14,5748,57.41
2007 SEP 18, 070918/0000,1.04,-3.87,-4.29,32.9,20.4,23.5,43.9,836.71,965.3,-5.08,-4.07,N/A,N/A,920.26,927.13,294.76,960.66,348.42,298.19,17.26,5703,51.77
2007 SEP 19, 070919/0000,3.36,-2.06,-2.36,29.1,19,22.3,41.3,816.18,936.64,-8.61,-3.08,139.73,139.96,903.25,915.72,291.94,929.34,341.58,298.13,14.96,5687,44.24
2007 SEP 20, 070920/0000,-0.86,-4.09,-5.17,28.5,21.3,22.3,43.6,3232.77,3488.44,-8.57,-4.97,122.27,122.28,912.21,929.09,297.13,962.9,359.15,300.38,19.99,5770,55.8
2007 SEP 21, 070921/0000,1.83,0.89,0.6,32.1,18.3,22.5,40.8,19.46,35.76,-374.77,-253.44,247.06,246.44,467.23,469.7,291.55,893.4,345.78,301.11,16.3,5789,47.63
2007 SEP 22, 070922/0000,-2.77,-0.81,-1.29,39.3,22.6,24.9,47.5,520.16,606.57,-154.87,-141.79,155.28,154.49,661.36,663.86,293.71,946.97,346.08,298.34,16.39,5750,56.26
2007 SEP 28, 070928/0000,1.02,-5.34,-5.93,27.9,18.9,24.9,43.8,1955.33,2176.89,-14.37,-8.43,N/A,N/A,877.19,915.44,296.43,953.19,357.39,300.54,19.32,5772,55.48
2007 OCT 1, 071001/0000,1,-5.61,-6.53,29,21,21.9,42.9,3691.77,3965.78,0,0,112.36,112.32,959.88,962.74,296.46,967.03,355.18,299.33,19.08,5727,47.21
2007 OCT 2, 071002/0000,1.46,-4.63,-5.4,32.1,19.2,23.3,42.5,3255.08,3483.95,0,0,122.02,122.05,959.93,963.38,296.84,973.71,355.84,299.13,19.4,5750,53.32
2007 OCT 3, 071003/0000,0.98,-5.14,-6.04,25.2,20.8,22.7,43.5,3903.06,4161.68,-1.28,-0.55,N/A,N/A,933.12,939.91,295.61,958.84,352.57,299.21,18.26,5723,44.42
2007 OCT 5, 071005/0000,N/A,-2.87,-4.26,N/A,N/A,22.7,N/A,1502.25,2024.51,0,0,N/A,N/A,955.72,958.07,298.21,972.08,363.03,300.65,21.17,5780,22.64
2007 OCT 6, 071006/0000,4.33,-2.89,-3.35,8.1,15.5,23.5,39,841.28,1110.28,-23.29,-8.39,N/A,N/A,825.53,908.98,295.11,942.49,353,300.16,17.99,5768,40.32
2007 OCT 7, 071007/0000,2.01,-4.23,-5.14,29.7,19.1,23.1,42.2,3385,3647.94,-4.7,-3.35,117.12,117.09,922.05,929.04,295.51,958,352.24,299.17,18.14,5724,43.37
2007 OCT 8, 071008/0000,1.84,-7.47,-8.3,32.7,17.9,26.9,44.8,1792.05,2025.04,-5.71,-2.98,N/A,N/A,906.33,931.31,296.44,961.73,355.95,299.79,19.15,5729,46.25
2007 OCT 10, 071010/0000,-3.05,-5.98,-6.82,40.5,22.7,24.9,47.6,2731.82,3000.32,-2.32,-2.19,N/A,N/A,929.27,932.22,298.15,971.79,362.74,300.61,21.09,5775,60.61
2007 OCT 11, 071011/0000,-3.76,-7.31,-8.45,42,24,24.5,48.5,5687.99,5952.21,-0.54,-0.43,N/A,N/A,941.33,942.6,298.18,966.53,363.85,301.12,21.22,5751,63.7
2007 OCT 12, 071012/0000,0.24,-4.2,-4.81,35.8,20.4,22.5,42.9,3588.93,3762.44,-23.5,-20.11,117.32,117.13,890.04,898.72,296.46,953.14,357.57,300.58,19.37,5772,63.77
2007 OCT 14, 071014/0000,-2.4,-4.98,-5.76,38.7,23.4,23.5,46.9,3814.91,3991.11,-31.96,-28.44,119.3,119.19,876.81,886.22,296.15,962.58,354.46,299.43,18.8,5734,58.96
2007 OCT 15, 071015/0000,-4.37,-6.46,-7.32,40.5,24.8,25.3,50.1,5514.34,5742.51,-1.53,-1.53,114.69,114.77,936.41,937.41,296.89,967.42,357.17,299.73,19.59,5733,58.28
2007 OCT 16, 071016/0000,-1.78,-4.26,-4.71,36.1,22.3,27.1,49.4,2530.57,2679.79,-73.27,-48.83,115.49,115.33,817.97,839.49,293,937.48,344.63,298.48,15.84,5703,43.45
2007 OCT 17, 071017/0000,-2.1,-5.28,-5.8,40.8,21.7,26.5,48.2,4476.03,4652.33,-70.91,-53.69,113.66,113.46,815.9,835.44,295.8,947.53,355.37,300.42,18.68,5748,57.36
2007 OCT 18, 071018/0000,-2.07,-4.8,-5.27,38.4,22.9,24.5,47.4,3396.74,3554.12,-30.08,-21.07,127.47,127.46,871.02,892.32,294.6,933.67,352.16,300.45,17.6,5732,56.48
2007 OCT 19, 071019/0000,-2.24,-3.11,-3.45,39.3,22.6,24.5,47.1,1474.58,1558.94,-61.96,-54.73,141.1,141.02,786.25,807.55,295.09,958.85,350.2,298.68,17.65,5756,63.42
2007 OCT 21, 071021/0000,1.49,-0.54,-0.87,35.4,19.1,24.1,43.2,334.59,404.62,-96.84,-76.55,118.28,118.2,748.97,762.68,291.58,915.9,342.27,299.01,14.93,5722,51.47
2007 OCT 23, 071023/0000,0,-5.83,-6.32,34.3,21.9,22.9,44.8,3268.8,3450.48,0,0,106.03,105.57,959.22,961.31,296.08,966.81,353.43,298.97,18.66,5704,54.9
2007 OCT 24, 071024/0000,-1.56,-4.17,-4.56,36.8,21.4,26.3,47.7,3602.99,3722.81,-87.49,-68.37,123.02,123.64,798.68,811,294.25,931.92,350.91,300.27,17.24,5756,56.72
2007 OCT 25, 071025/0000,6.1,-2.59,-2.86,28,15.3,21.3,36.6,3274.12,3394.63,-0.94,-0.25,N/A,N/A,930.02,940.45,295.07,963.8,349.31,298.22,17.56,5729,55.77
2007 OCT 26, 071026/0000,-0.71,-3.71,-4.33,35.1,20.8,23.7,44.5,2932.49,3100.76,-52.4,-39.87,N/A,N/A,850.7,864.16,295.89,945.97,356.06,300.65,18.85,5769,59.71
2007 OCT 31, 071031/0000,-0.47,-5.85,-6.31,17.3,21.5,25.3,46.8,4268.24,4466.63,-3.91,-2.9,N/A,N/A,927.32,931.84,295.13,954.12,351.16,299.14,17.78,5715,49.35
2007 NOV 1, 071101/0000,-0.21,-4.03,-4.57,15.7,19.9,24.5,44.4,2026.91,2270.24,-69.91,-46.26,178.21,178.28,770.35,853.36,296.18,948.41,357.05,300.72,19.12,5792,50.52
2007 NOV 2, 071102/0000,-0.79,-4.72,-5.32,38.6,20.7,23.9,44.6,4128.53,4341.04,-6.43,-6.42,105.45,105.87,908.83,917.77,297.12,958.38,359.88,300.77,20.1,5759,63.31
2007 NOV 3, 071103/0000,-4.61,-5.23,-5.86,43.2,24.4,24.9,49.3,1160.31,1264.82,-19.42,-17.98,N/A,N/A,853.95,860.21,297.14,964.37,358.95,300.27,19.94,5810,76.09
2007 NOV 7, 071107/0000,-1.74,-1.76,-2.54,33.36,21.3,24.9,46.2,1916.5,2061.85,-190.5,-157.69,N/A,N/A,659.83,660.4,294.75,948.76,350.34,299.25,17.47,5785,57.67
2007 NOV 14, 071114/0000,1.47,-3.77,-4.72,36.1,19.4,22.9,42.3,3393.15,3622.41,-53.18,-38.53,N/A,N/A,869.11,880.97,294.58,927.13,353.21,301.04,17.71,5757,47.55
2007 NOV 15, 071115/0000,4.49,-2.36,-3.47,-14.6,16.4,20.9,37.3,2627.85,2959.25,-16.63,-11.07,110.09,110.06,877.75,913.03,295.79,952.75,354.42,299.93,18.57,5758,37.58
2007 NOV 17, 071117/0000,7.69,-1.44,-2.29,-0.1,10.5,24.5,35,2170.87,2280.83,-423.78,-234.21,128.47,128.37,559.73,581.15,292.91,912.59,348.29,300.69,16.26,5792,30.76
2007 NOV 19, 071119/0000,-1.17,-4.15,-4.9,33.5,21.9,23.5,45.4,2345.53,2546.01,-28.36,-22.12,N/A,N/A,869.83,883.74,295.69,953.82,353.77,299.74,18.44,5774,54.06
2007 NOV 20, 071120/0000,-1.88,-5.73,-6.45,35.1,22.9,24.1,47,4764.82,5017.35,-21.18,-17.67,115.05,115.07,907.28,918.92,295.74,948.69,354.9,300.26,18.59,5729,48.56
2007 NOV 21, 071121/0000,0.82,-0.16,-0.5,35.5,19,20.9,39.9,1569.01,1689.95,-8.08,-5.42,128.27,128,901.25,906.96,295.2,929.8,355.61,301.43,18.37,5780,66.1
2007 NOV 22, 071122/0000,-2.99,-6.8,-7.71,39.5,22.3,25.9,48.2,4300.2,4579.27,-34.23,-22.06,N/A,N/A,854.84,882.65,297.86,952.12,364.82,302.08,21.15,5798,61.23
2007 NOV 23, 071123/0000,-0.92,-3.71,-4.62,38.5,21.1,22.9,44,2487.85,2698.8,-32.25,-23.26,N/A,N/A,858.57,863.55,296.65,956.2,357.95,300.5,19.52,5771,60.16
2007 NOV 24, 071124/0000,-0.6,-5.53,-6.75,37.5,21.9,22.5,44.4,3675.71,3914.97,0,0,N/A,N/A,973.52,973.52,297.15,973.52,357.39,299.45,19.78,5722,56.72
2007 NOV 25, 071125/0000,3.53,-4.07,-5.16,28.9,16.3,24.3,40.6,2348.67,2628.42,-37.96,-26.2,118.66,118.84,848.99,879.38,295.7,952.09,354.13,299.91,18.48,5771,46.65
2007 NOV 26, 071126/0000,7.99,-1.36,-2.22,6.9,10.1,24.1,34.2,1227.42,1333.88,-4.09,-3.11,116.23,116.07,933.21,936.46,294.42,939.91,350.33,299.7,17.29,5811,41.98
2007 NOV 27, 071127/0000,2.3,1.64,0.87,21.2,17.4,21.9,39.3,560.29,615.77,-340.67,-138.9,N/A,N/A,447.84,791.67,294.08,944.33,348.09,298.95,16.82,5786,45.82
2007 NOV 28, 071128/0000,-5.09,-2.38,-3.13,42.3,25,27.3,52.3,961.18,1098.28,-358.93,-348.58,120.14,120.15,644.87,657.54,292.45,931.02,343.38,298.5,15.4,5762,48.1
2007 NOV 30, 071130/0000,-3.21,-7.42,-8.65,37.3,23.3,25.7,49,2837.88,3147.69,-12.91,-9.19,N/A,N/A,906.57,916.68,297.55,961.55,361.53,300.92,20.52,5756,53.1
2007 DEC 2, 071202/0000,1.02,-2.37,-3.28,14.3,19.7,22.3,42,681.82,823.66,-73.27,-67.65,N/A,N/A,862.18,871.2,294.67,936.28,352.06,300.29,17.64,5787,44.2
2007 DEC 4, 071204/0000,1.08,0.82,0.28,23.9,20.9,22.7,43.6,6.04,19.36,-251.18,-174.88,199.94,199.93,583.46,591.03,288.56,882.37,336.09,299.08,12.66,5711,35.72
2007 DEC 6, 071206/0000,-0.13,1.2,0.44,17,20.4,22.3,42.7,834.72,886.65,-498.25,-157.32,119.41,119.04,475.79,740.68,292.11,912.43,344.97,299.89,15.39,5790,41.34
2007 DEC 7, 071207/0000,2.12,0.62,0.02,21.1,18.7,21.1,39.8,48.78,69.66,-103.35,-83.55,185.7,184.26,759.75,778.87,292.64,916.6,346.51,300.05,15.86,5780,47.47
2007 DEC 8, 071208/0000,6.78,1.88,1.28,17.9,14.1,22.1,36.2,0,0.03,0,-76.87,N/A,751.2,N/A,760.72,289.87,908.42,336.88,297.97,13.41,5731,31
2007 DEC 9, 071209/0000,-0.11,-2.35,-3.29,34.2,20.2,22.7,42.9,3799.3,4033.7,-49.81,-39.89,N/A,N/A,786.37,857.1,295.55,943.16,354.95,300.57,18.48,5783,51.46
2007 DEC 10, 071210/0000,2.62,-0.63,-1.31,32.5,18.5,22.3,40.8,1038.29,1201.06,-48.63,-35.79,N/A,N/A,837.74,855.66,292.83,933.59,344.53,298.66,15.75,5712,43.51
2007 DEC 11, 071211/0000,0.04,-3.09,-3.87,18.5,20.5,21.7,42.2,3223.68,3505.2,-17.66,-12.95,N/A,N/A,908.63,915.19,296.13,945.82,357.24,300.9,19.13,5767,48.94
2007 DEC 12, 071212/0000,2.15,-2.08,-3.04,15.7,18.1,21.5,39.6,2975.08,3178.03,-43.42,-40.78,116.74,116.84,856.6,863.75,295.97,945.07,356.59,300.81,18.94,5805,48.01
2007 DEC 13, 071213/0000,1.71,-3.49,-4.39,34,19.2,23.5,42.7,2722.52,2921.36,-23.27,-12.21,N/A,N/A,871.76,892.64,294.14,933.87,350.11,299.96,17.11,5738,46.83
2007 DEC 14, 071214/0000,1.86,-2.93,-3.36,33.7,19.4,22.3,41.7,2066.88,2210.2,-3.78,-2.56,N/A,N/A,926.61,931.49,294.41,940.18,350.24,299.66,17.26,5730,55.17
2007 DEC 15, 071215/0000,-0.93,-2.3,-2.67,36.7,21.2,25.9,47.1,723.81,773.82,-144.25,-126.47,148.36,148.4,700.87,723.02,290.99,889.65,344.17,300.91,14.69,5743,52.85
2008 JAN 22, 080122/0000,-3.03,-4.12,-4.76,21.9,23.3,25.3,48.6,1771.97,1892.64,-237.91,-115.64,113.04,112.92,585.87,624.99,294.4,933.35,351.33,300.29,17.39,5786,44.67
2008 JAN 23, 080123/0000,1.05,-2.08,-3.05,15.6,19.4,21.5,40.9,2849.51,3052.55,-50.92,-44.9,N/A,N/A,860.59,867.21,295.97,952.28,355.38,300.17,18.79,5787,44.47
2008 JAN 24, 080124/0000,-0.47,-4.33,-5.55,N/A,21.2,22.5,43.7,1905.42,2254.38,-11.95,-8.1,115.99,115.79,882.15,909.11,296.87,965.69,357.38,299.86,19.59,5784,30.18
2008 JAN 25, 080125/0000,0.38,-1.49,-2.62,20.5,19.1,21.3,40.4,2025.15,2312.38,-67.46,-29.45,N/A,N/A,641.01,853.56,297.06,949.92,361.08,301.48,20.17,5829,52.19
2008 JAN 26, 080126/0000,1.61,-3.4,-4.45,13.5,19.3,21.7,41,4007.66,4320.94,0,0,N/A,N/A,959.25,963.73,296.5,964.87,355.73,299.56,19.16,5761,36.85
2008 JAN 28, 080128/0000,1.81,1.38,0.57,11.3,19.1,19.5,38.6,831.45,990.67,-59.59,-46.53,N/A,N/A,826.05,858.65,293.66,932.44,348.25,299.61,16.69,5767,38.92
2008 JAN 29, 080129/0000,1.85,0.52,-0.4,14.9,17.7,21.5,39.2,1560.24,1750.66,-108.21,-83.41,128.41,128.45,800.09,809.89,295.73,956.19,353.56,299.57,18.43,5789,45.35
2008 JAN 30, 080130/0000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86.38,191.7,-3.61,-3.27,701.02,N/A,918.3,919.52,296.49,958.64,356.76,300.11,19.28,N/A,39.34
2008 JAN 31, 080131/0000,0.44,-4.08,-4.56,33.5,20.1,21.3,41.4,3573.74,3723.92,-5.28,-4.3,110.79,110.78,930.3,931.53,297.25,951.79,361.73,301.49,20.39,5805,71.72
2008 FEB 1, 080201/0000,7.05,-1.12,-1.98,N/A,15.1,20.1,35.2,522.56,830.05,0,0,N/A,N/A,949.95,949.95,293.52,949.95,344.8,297.87,16.23,5708,20.94
2008 FEB 3, 080203/0000,1.79,-1.12,-1.42,33,18.9,22.3,41.2,936.22,979.67,-309.44,-18.76,146.36,145.91,541.09,858.95,293.78,933.93,348.51,299.6,16.72,5772,63.05
2008 FEB 4, 080204/0000,1.31,-2.92,-4.12,N/A,19.8,20.5,40.3,2605.98,2932.84,-2.69,-1.33,N/A,N/A,928.16,936.17,296.11,948.31,356.73,300.65,19.04,5741,43.71
2008 FEB 5, 080205/0000,-1.4,-5.33,-6.37,38.1,22.7,23.3,46,3866.71,4115.75,0,0,N/A,N/A,966.54,967.08,296.28,967.08,354.31,299.14,18.86,5720,50.38
2008 FEB 6, 080206/0000,2.11,-1.94,-2.39,33.8,18.9,21.1,40,1669.07,1854.77,-15.64,-11.44,103.68,103.51,898,904.05,294.91,939.75,352.57,300.21,17.82,5766,52.73
2008 FEB 10, 080210/0000,1.82,-1.39,-1.85,34.6,18.9,21.3,40.2,1667.24,1832.62,-12.54,-8.43,113.33,113.26,882.04,899.44,294.99,944.55,352.12,299.86,17.82,5751,56.17
2008 FEB 11, 080211/0000,-0.78,-4.52,-5.29,33.2,20.6,23.9,44.5,2709.97,2946.83,-36.28,-23.61,N/A,N/A,852.08,856.14,296.45,939.9,359.87,301.78,19.63,5788.52,58.01
2008 FEB 15, 080215/0000,5.21,-2.49,-3.6,10.2,16.2,19.7,35.9,2419.92,2753.18,-2.3,-1.55,116.08,115.97,934.66,939.34,295.91,950.52,355.38,300.25,18.75,5750,39.78
2008 FEB 29, 080229/0000,0.49,-3.05,-3.92,33.7,19.1,26.1,45.2,2563.24,2715.34,-97.17,-67.88,N/A,N/A,809.02,816.05,292.63,901.98,348.87,301.4,16.15,5768,44.52
2008 MAR 1, 080301/0000,2.4,-2.53,-3.02,32.2,18.8,20.5,39.3,497.11,607.9,-12.37,-7.15,N/A,N/A,912.78,920.33,295.76,949.03,354.9,300.23,18.65,5745,54.85
2008 MAR 2, 080302/0000,0.04,-3.92,-4.6,34.1,21.3,24.5,45.8,993.25,1153.3,-10.43,-3.97,N/A,N/A,884.66,913.98,293.44,938.16,346.37,298.87,16.33,5703,46.84
2008 MAR 3, 080303/0000,0.21,-3.58,-4.62,34.9,20.7,23.1,43.8,8823.31,9113.2,-11.87,-6.73,N/A,N/A,894.35,911.59,295.13,948.57,352.09,299.64,17.91,5738,42.41
2008 MAR 4, 080304/0000,1.21,-3.96,-5,N/A,19.3,24.3,43.6,3374.9,3726.73,-31.13,-22.2,109.4,109.28,897.84,907.08,294.5,935.4,351.44,300.19,17.52,5732,28.43
2008 MAR 5, 080305/0000,10.85,-6.74,-7.94,-7.5,5.1,25.1,30.2,2046.26,2476.46,-1.98,-1.08,N/A,N/A,938.22,942.64,296.91,955.95,359.29,300.77,19.86,5746,29.53
2008 MAR 6, 080306/0000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.18,86.7,-4.19,-2.05,806,772.29,923.92,932.05,294.96,942.09,352.41,300.06,17.85,N/A,32.5
2008 MAR 9, 080309/0000,7.53,0.67,-0.08,18.5,11.7,23.7,35.4,92.76,142.46,-328.64,-138.45,197.04,194.89,386.64,606.18,289.87,883.72,340.72,300.31,13.8,5744,27.51
